cur_sna_20m_0219,33.067028,-129.64581,43.6666565,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0220,19.2492332,-101.65189,28.4436245,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0221,17.2002125,-98.265953,24.1109982,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0222,25.4266624,-93.669891,26.6815739,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0223,21.6451988,-89.672821,22.0566635,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0224,20.4988403,-69.147697,16.11306,,MMEA,FW,,FALSE,MMEA
cur_sna_20m_0225,15.9452915,-66.221062,16.5245342,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0226,10.1679497,-70.159676,13.2084465,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0227,10.7008924,-45.244225,6.39634466,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0228,10.1436558,-46.774727,7.25649309,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0229,-3.852545,-30.365101,0.93709773,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0230,-1.6532071,7.34249735,-12.316627,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0231,-1.9128458,11.5384731,-11.870231,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0232,36.5379868,-123.52911,43.7843285,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0233,30.5085983,-87.724777,25.9778156,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0234,26.9989185,-73.173615,19.8132935,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0235,18.3814926,-50.387653,13.683692,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0236,15.2362194,-34.829826,5.1421833,,MMEA,FW,,FALSE,MMEA
cur_sna_20m_0237,10.0874767,-16.520737,4.15828896,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0238,3.21312213,-9.1521568,-4.6542463,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0239,10.2362757,16.5710621,-9.6807623,,MMEA,FW,,TRUE,MMEA
cur_sna_20m_0240,40.1357307,-147.36502,49.4288139,,MMIR,FW,,TRUE,MMIR
cur_sna_20m_0241,36.707283,-149.30016,48.7888298,,MMIR,FW,,FALSE,EFAS
cur_sna_20m_0242,35.4106102,-150.79422,49.4417229,,MMIR,FW,,FALSE,MMIR
cur_sna_20m_0243,10.8132505,-68.995857,11.838131,,MMIR,FW,,FALSE,ALAM
cur_sna_20m_0244,7.53967619,-67.57164,10.6257238,,MMIR,FW,,FALSE,MMIR
cur_sna_20m_0245,20.422163,-62.12682,17.548666,,MMIR,FW,,FALSE,MMIR
cur_sna_20m_0246,16.9261494,-63.687687,16.3172798,,MMIR,FW,,FALSE,PAST
cur_sna_20m_0247,17.3262367,-60.346546,15.3144054,,MMIR,FW,,FALSE,MMIR
cur_sna_20m_0249,39.4372864,-115.23358,42.7017403,,MMIR,FW,,FALSE,MMIR
cur_sna_20m_0250,25.8457279,-61.990166,17.8424664,,MMIR,FW,,TRUE,MMIR
cur_sna_20m_0251,19.0040188,-58.98534,14.4701996,,MMIR,FW,,FALSE,PAST
cur_sna_20m_0252,25.200428,-56.254581,16.3020954,,MMIR,FW,NOISE,TRUE,MMIR
cur_sna_20m_0253,20.2050381,-56.214344,14.5020857,,MMIR,FW,NOISE,TRUE,MMIR
cur_sna_20m_0254,19.136116,-57.94223,14.360878,,MMIR,FW,,FALSE,DSTR
cur_sna_20m_0255,17.2958698,-56.170311,14.2325773,,MMIR,FW,,FALSE,MMIR
cur_sna_20m_0256,41.5432472,-145.08141,49.2777405,,SINT,FW,,FALSE,AAGA
cur_sna_20m_0257,50.1363792,-142.51843,50.0050316,,SINT,FW,,FALSE,SINT
cur_sna_20m_0258,31.612442,-124.61777,36.2031822,,SINT,FW,,TRUE,SINT
cur_sna_20m_0259,31.0187664,-124.47733,36.3125038,,SINT,FW,,TRUE,SINT
cur_sna_20m_0260,32.190937,-123.74168,35.3240509,,SINT,FW,,TRUE,SINT
cur_sna_20m_0261,27.4384842,-108.02518,32.5424271,,SINT,FW,,FALSE,SINT
cur_sna_20m_0262,20.1435452,-107.83843,30.0075302,,SINT,FW,,FALSE,SINT
cur_sna_20m_0263,21.1046638,-106.95247,29.8010349,,SINT,FW,,TRUE,SINT
